Id,Balance
1468,20.0
1469,20.0
1470,20.0
1471,20.0
1472,20.0
1473,20.0
1474,20.0
1475,20.0
1476,20.0
1477,20.0
1478,20.0
1479,20.0
1480,20.0
1481,20.0
1482,20.0
1483,20.0
1484,20.0
1485,20.0
1486,20.0
1487,20.0
1488,20.0
1489,20.0
1490,20.0
1491,20.0
1492,20.0
1493,20.0
1494,20.0
1495,20.0
1496,20.0
1497,20.0
1498,20.0
1499,20.0
1500,20.0
